short_name,sequence,MOTA,IDF1,HOTA,MT,ML,FP,FN,Rcll,Prcn,AssA,DetA,AssRe,AssPr,DetRe,DetPr,LocA,FAR,IDSW,FM,Rcll,Prcn,runtime,IDP,IDR,IDSWR,detector
FOR_Tracking,MOT20-06,65.1996,63.9675,52.0656,134,72,5116,40560,69.4479,94.7427,50.9397,53.3729,55.949,72.8102,57.146,77.9602,82.4791,5.0754,524,994,69.4479,94.7427,287.1,75.6168,55.4283,,1
FOR_Tracking,MOT20-04,87.1372,84.4399,67.7599,576,12,16040,18703,93.1762,94.0904,65.5829,70.1528,71.6638,78.1898,77.1158,77.8724,83.2133,7.71154,512,1161,93.1762,94.0904,287.1,84.8542,84.0297,,1
FlowTracker,OVERALL,46.7296,42.4309,35.6203,345,249,54732,217371,57.9899,84.5733,31.1518,41.2784,34.1636,68.3404,46.3803,67.6416,79.1411,12.2197,3532,5165,57.9899,84.5733,232.82,52.1564,35.7624,,0
FlowTracker,MOT20-08,11.3804,25.6708,21.1115,14,77,17758,50369,34.9943,60.4261,20.0274,22.6572,22.2285,55.273,27.3696,47.2602,73.1636,22.0323,539,907,34.9943,60.4261,232.82,34.9988,20.2687,,0
FlowTracker,MOT20-07,52.231,48.1999,38.2378,37,16,2450,13154,60.261,89.061,34.6739,42.9158,38.4241,70.1828,47.3043,69.9121,79.2141,4.18803,208,300,60.261,89.061,232.82,59.7178,40.4066,,0
FlowTracker,MOT20-06,24.2119,31.3541,26.0684,35,97,22585,77039,41.9699,71.1569,24.4193,28.3601,27.147,59.9847,32.93,55.8305,75.0623,22.4058,990,1518,41.9699,71.1569,232.82,42.2564,24.9237,,0
FlowTracker,MOT20-04,66.9652,50.849,42.5825,259,59,11939,76809,71.9761,94.2934,33.7956,54.0385,36.8526,71.4286,58.1579,76.1906,81.2189,5.7399,1795,2440,71.9761,94.2934,232.82,58.7322,44.8315,,0
FineTrack,OVERALL,77.8846,79.0092,63.6407,870,118,24439,89012,82.7972,94.6033,63.8489,63.5973,69.5431,78.4441,69.016,78.8571,83.7086,5.45635,980,1406,82.7972,94.6033,500,84.6423,74.0792,,1
FineTrack,MOT20-08,60.5944,66.4954,51.067,69,40,4033,26249,66.1233,92.7028,53.1775,49.2086,58.1013,75.5395,53.5435,75.0663,82.1153,5.00372,251,361,66.1233,92.7028,500,79.86,56.9627,,1
FineTrack,MOT20-07,82.4537,80.1664,68.0829,90,3,1974,3740,88.7012,93.7003,66.9462,69.5525,71.6482,81.3275,76.2383,80.535,85.3619,3.37436,94,117,88.7012,93.7003,500,82.4254,78.0279,,1
FineTrack,MOT20-06,66.6353,68.424,54.6596,144,56,6310,37599,71.6783,93.7813,54.8942,54.5436,60.55,74.1561,59.1212,77.352,83.0496,6.25992,385,490,71.6783,93.7813,500,78.9737,60.3607,,1
FineTrack,MOT20-04,87.6695,86.5547,70.0007,567,19,12122,21424,92.1834,95.4219,68.7581,71.3938,74.686,80.0563,77.3106,80.0266,84.0769,5.82788,250,438,92.1834,95.4219,500,88.0751,85.086,,1
FCG,OVERALL,68.0289,69.725,57.3164,647,217,8020,155899,69.8703,97.8298,58.073,56.7254,62.6062,80.0071,59.346,83.0941,84.9765,1.79058,1508,7292,69.8703,97.8298,21600,83.6757,59.7614,,1
FCG,MOT20-08,37.9317,48.2683,38.2701,27,89,503,47367,38.8687,98.3573,46.3226,31.6624,48.443,81.7697,32.4869,82.2082,83.8698,0.624069,223,1293,38.8687,98.3573,21600,85.2057,33.6715,,1
FCG,MOT20-07,80.1335,71.4942,61.9809,81,5,987,5391,83.7135,96.5606,57.2856,67.7143,62.2303,76.559,72.4317,83.5475,86.3442,1.68718,198,435,83.7135,96.5606,21600,76.9802,66.7382,,1
FCG,MOT20-06,47.7564,52.2067,42.6401,60,98,1442,67426,49.211,97.8404,45.0307,40.429,47.7973,80.5891,41.7538,83.0143,84.5528,1.43056,489,2649,49.211,97.8404,21600,78.0016,39.2326,,1
FCG,MOT20-04,84.8948,80.7495,66.3652,479,25,5088,35715,86.9693,97.9101,62.9968,70.046,68.1973,79.7528,73.8798,83.1739,85.0683,2.44615,598,2915,86.9693,97.9101,21600,85.8287,76.2379,,1
Fair,OVERALL,61.8141,67.2762,54.5724,855,94,103440,88901,82.8186,80.5551,54.705,54.7333,60.6959,71.1041,67.3089,65.5812,81.143,23.0944,5243,7874,82.8186,80.5551,340.2,66.3568,68.2214,63.307,1
Fair,MOT20-08,27.0404,49.5389,41.209,80,28,32104,23447,69.7396,62.7309,43.5899,39.2664,50.1723,62.9666,56.2165,50.7998,79.6979,39.8313,981,1739,69.7396,62.7309,340.2,47.0496,52.3063,14.0666,1
Fair,MOT20-07,75.5566,69.9503,56.6936,85,1,2988,4770,85.5896,90.4595,52.9368,61.5064,58.8702,71.3002,69.6024,73.5721,81.8382,5.10769,333,445,85.5896,90.4595,340.2,71.9404,68.0674,3.89066,1
Fair,MOT20-06,38.5456,49.934,41.4017,134,45,42384,36744,72.3224,69.3751,39.5164,43.7761,45.1334,60.4606,58.3103,56.1079,79.0954,42.0476,2457,3238,72.3224,69.3751,340.2,48.9165,50.9947,33.9729,1
Fair,MOT20-04,81.2554,80.7849,64.2753,556,20,25964,23940,91.2654,90.5964,62.9467,65.8078,68.8806,76.6966,74.5264,74.0015,82.2005,12.4827,1472,2452,91.2654,90.5964,340.2,80.4888,81.0832,16.1288,1
DPTMOT,OVERALL,71.3969,75.2675,59.2049,731,132,37615,108526,79.0258,91.5759,59.3369,59.2259,65.2016,75.9364,65.2493,75.6116,82.212,8.39808,1859,7043,79.0258,91.5759,399.945,81.2441,70.1099,,1
DPTMOT,MOT20-08,60.526,65.8602,51.6354,82,35,6656,23483,69.6931,89.0268,53.1568,50.2839,57.8819,74.657,56.2361,71.8366,81.4853,8.25806,447,1379,69.6931,89.0268,399.945,74.9955,58.7089,,1
DPTMOT,MOT20-07,74.6382,74.3553,58.035,68,5,2450,5754,82.6168,91.7777,56.2409,60.493,61.6841,74.2668,67.0832,74.5216,81.5914,4.18803,191,461,82.6168,91.7777,399.945,78.4777,70.6444,,1
DPTMOT,MOT20-06,63.092,66.2414,53.0688,134,56,7463,40793,69.2724,92.494,53.8843,52.3612,58.5258,74.3578,56.8306,75.8814,82.3217,7.40377,742,2144,69.2724,92.494,399.945,77.3442,57.9261,,1
DPTMOT,MOT20-04,78.1012,81.773,63.9442,447,36,21046,38496,85.9547,91.7992,63.1008,64.9318,69.6956,76.9106,71.6536,76.5258,82.402,10.1183,479,3059,85.9547,91.7992,399.945,84.5531,79.1699,,1
DHTrack,OVERALL,77.9563,77.1107,63.2467,864,117,24154,88809,82.8364,94.6653,62.6508,64.0826,68.1795,78.2609,69.511,79.4371,84.1906,5.39272,1097,1336,82.8364,94.6653,298,82.6164,72.293,,1
DHTrack,MOT20-08,60.5944,64.4559,50.238,67,39,4380,25911,66.5595,92.172,51.2364,49.4744,55.8213,74.6556,54.0422,74.8379,82.2755,5.43424,242,332,66.5595,92.172,298,76.8574,55.5005,,1
DHTrack,MOT20-07,82.2392,76.5156,65.66,89,2,1888,3873,88.2994,93.9324,62.2278,69.9009,67.4546,79.7725,76.496,81.376,85.9429,3.22735,118,127,88.2994,93.9324,298,78.9562,74.2213,,1
DHTrack,MOT20-06,66.3287,64.0001,52.813,142,58,6457,37787,71.5367,93.6338,51.447,54.3793,56.9012,73.2796,59.023,77.2547,83.1126,6.40575,457,489,71.5367,93.6338,298,73.8847,56.4482,,1
DHTrack,MOT20-04,87.9792,86.0214,70.4725,566,18,11429,21238,92.2513,95.6753,68.7762,72.3451,74.4705,80.2126,78.1206,81.0201,84.7685,5.49471,280,388,92.2513,95.6753,298,87.6178,84.4821,,1
DAAW_OCSORT,OVERALL,75.5729,79.1531,63.9323,801,161,16959,108654,79.0011,96.0165,65.7346,62.3546,70.7504,80.9266,66.5596,80.8954,84.3459,3.78634,779,1536,79.0011,96.0165,871,87.6772,72.1396,,1
DAAW_OCSORT,MOT20-08,52.1217,61.7199,47.1101,45,64,1902,35039,54.7791,95.7111,52.2112,42.6294,55.4567,78.5148,44.849,78.3611,82.4973,2.3598,157,368,54.7791,95.7111,871,84.7791,48.5223,,1
DAAW_OCSORT,MOT20-07,82.6924,79.1585,67.6887,87,2,1559,4066,87.7164,94.9042,65.9548,70.0338,70.6354,81.7542,75.9661,82.191,85.9919,2.66496,104,140,87.7164,94.9042,871,82.4018,76.1608,,1
DAAW_OCSORT,MOT20-06,61.6879,67.6386,53.3711,108,79,3445,47139,64.4923,96.132,56.1297,50.8195,60.9389,77.4155,53.6512,79.9723,83.2927,3.41766,278,518,64.4923,96.132,871,84.2303,56.5078,,1
DAAW_OCSORT,MOT20-04,88.0683,87.8832,71.5856,561,16,10053,22410,91.8237,96.159,70.856,72.4343,76.186,82.0039,77.8137,81.4875,84.8166,4.83317,240,510,91.8237,96.159,871,89.9579,85.9021,,1
CT_v0,OVERALL,45.1303,35.6426,33.0259,409,235,69491,207927,59.8151,81.6642,26.3353,42.349,27.7413,75.3964,48.6713,66.4497,79.8364,15.5148,6492,6351,59.8151,81.6642,14.09,42.1523,30.8746,,0
CT_v0,MOT20-08,6.35486,20.5476,18.2495,18,81,21524,49898,35.6022,56.1719,15.5219,22.4058,16.5085,62.869,28.1384,44.3958,73.5443,26.7047,1138,1427,35.6022,56.1719,14.09,26.4834,16.7854,,0
CT_v0,MOT20-07,49.8505,40.5328,34.7151,43,14,3576,12570,62.0253,85.1661,28.4939,43.7278,30.3993,74.5256,49.408,67.8414,79.3532,6.11282,454,397,62.0253,85.1661,14.09,48.0939,35.0261,,0
CT_v0,MOT20-06,19.3865,22.4634,20.5882,37,92,28673,76232,42.5778,66.3455,15.6255,28.2622,16.625,65.4899,33.9219,52.8577,75.0518,28.4454,2115,2248,42.5778,66.3455,14.09,28.7331,18.4397,,0
CT_v0,MOT20-04,67.9916,44.7472,41.0688,311,48,15718,69227,74.7424,92.8741,30.1043,56.6027,31.5344,78.9925,61.5311,76.4578,82.1778,7.55673,2785,2279,74.7424,92.8741,14.09,50.1748,40.3792,,0
CSTrack,OVERALL,66.5734,68.6148,53.9637,626,192,25404,144358,72.1007,93.6246,53.9865,54.1564,57.5624,77.8421,58.4684,75.9587,81.5387,5.6718,3196,7632,72.1007,93.6246,1000,78.8565,60.7277,44.3269,1
CSTrack,MOT20-08,42.5107,50.6507,39.2908,34,71,3796,40037,48.3287,90.796,42.61,36.3563,45.5932,75.3525,39.0165,73.39,81.3245,4.70968,712,1501,48.3287,90.796,1000,72.9045,38.8054,14.7325,1
CSTrack,MOT20-07,73.4661,66.3693,55.0282,73,3,2475,5910,82.1456,91.6571,50.0073,61.2582,54.2051,76.1202,67.8943,75.7685,82.4134,4.23077,398,523,82.1456,91.6571,1000,70.2117,62.9256,4.84506,1
CSTrack,MOT20-06,50.6738,53.8679,43.6781,80,86,6234,58185,56.1718,92.2852,44.0627,43.4548,47.3218,75.1102,46.5231,76.5204,82.4295,6.18452,1065,2547,56.1718,92.2852,1000,71.1841,43.328,18.9597,1
CSTrack,MOT20-04,80.2447,79.0272,61.2304,439,32,12899,40226,85.3235,94.7726,59.2831,63.4459,62.9471,78.972,68.6151,76.2268,81.1675,6.20144,1021,3061,85.3235,94.7726,1000,83.4031,75.0876,11.9662,1
CrowdTrack,OVERALL,70.6897,68.2423,54.9584,682,150,21928,126533,75.5457,94.6883,52.5797,57.6678,56.9999,74.5624,62.1774,77.9325,82.8737,4.89574,3198,11191,75.5457,94.6883,471.2,76.8883,61.3442,,1
CrowdTrack,MOT20-08,48.9804,51.2117,40.4382,49,44,7358,31434,59.4316,86.223,38.8242,42.3632,43.3492,66.2867,47.6683,69.1569,80.9654,9.12903,740,2198,59.4316,86.223,471.2,62.7546,43.2554,,1
CrowdTrack,MOT20-07,79.0157,68.0271,57.397,76,2,680,5921,82.1123,97.5592,50.8075,65.2306,55.6561,72.8348,69.1515,82.1602,84.4248,1.16239,345,689,82.1123,97.5592,471.2,74.4257,62.6416,,1
CrowdTrack,MOT20-06,54.8566,53.058,42.595,99,75,7068,51586,61.1425,91.9899,39.8449,45.7534,43.7298,68.241,49.5287,74.5168,81.4916,7.0119,1277,3644,61.1425,91.9899,471.2,66.4423,44.1619,,1
CrowdTrack,MOT20-04,83.4905,79.0618,63.2164,458,29,6822,37592,86.2845,97.1962,59.542,67.2733,63.9955,78.2164,71.5634,80.6134,83.5303,3.27981,836,4660,86.2845,97.1962,471.2,84.0609,74.6238,,1
CountingMOT,OVERALL,70.1963,72.4366,56.9619,770,150,33531,117886,77.2168,92.2574,57.3562,56.7699,62.5383,74.7798,62.4329,74.5938,81.5825,7.48627,2795,6884,77.2168,92.2574,355,79.4914,66.532,,1
CountingMOT,MOT20-08,51.1164,54.4851,42.7909,42,54,2853,34536,55.4282,93.7709,44.1209,41.6385,50.0675,67.9285,44.4499,75.1983,81.4704,3.5397,488,1553,55.4282,93.7709,355,73.3303,43.3457,,1
CountingMOT,MOT20-07,72.9615,69.4139,57.51,87,4,3833,4855,85.3328,88.0514,55.0333,60.7338,59.2657,76.3654,69.9045,72.1316,81.9681,6.55214,262,396,85.3328,88.0514,355,70.5197,68.3423,,1
CountingMOT,MOT20-06,56.4008,58.4594,45.7652,94,71,4241,52760,60.2582,94.9655,45.4475,46.2214,50.4338,68.9183,49.0286,77.2678,81.8748,4.20734,880,2657,60.2582,94.9655,355,75.295,47.7768,,1
CountingMOT,MOT20-04,81.9384,82.4234,64.3454,547,21,22604,25735,90.6105,91.6576,63.709,65.2099,68.9358,77.6026,73.107,73.9518,81.4618,10.8673,1165,2278,90.6105,91.6576,355,82.8996,81.9526,,1
ConMOT,OVERALL,77.8656,77.2966,63.2993,873,119,24353,88867,82.8252,94.623,62.828,64.0063,68.5781,78.308,69.4678,79.363,84.1514,5.43715,1309,1547,82.8252,94.623,2998,82.8017,72.4778,,1
ConMOT,MOT20-08,60.5906,66.3287,51.3871,69,39,4103,26133,66.273,92.6011,53.7659,49.325,57.5628,78.0487,53.7299,75.0749,82.2064,5.09057,300,372,66.273,92.6011,2998,79.5037,56.8995,,1
ConMOT,MOT20-07,81.3178,73.9113,64.7448,89,3,2025,4023,87.8463,93.4894,60.9183,69.5408,66.1891,78.097,76.2338,81.1309,85.8363,3.46154,136,143,87.8463,93.4894,2998,76.2852,71.6806,,1
ConMOT,MOT20-06,66.3558,66.325,53.6097,144,58,6397,37734,71.5766,93.6926,53.1433,54.2194,58.9272,73.5758,58.9078,77.1093,83.0674,6.34623,534,557,71.5766,93.6926,2998,76.5717,58.4971,,1
ConMOT,MOT20-04,87.9074,85.1714,70.1115,571,19,11828,20977,92.3465,95.5355,68.0726,72.3478,74.1691,79.705,78.2148,80.9158,84.7428,5.68654,339,475,92.3465,95.5355,2998,86.642,83.7499,,1
CJTracker,OVERALL,66.8084,67.5045,54.0609,728,188,34663,135340,73.8436,91.6825,53.7599,54.5359,59.6329,72.3414,60.069,74.5803,81.9981,7.739,1739,3217,73.8436,91.6825,200,75.6582,60.9372,,1
CJTracker,MOT20-08,36.8502,46.4751,36.0339,32,75,6783,41876,45.9553,83.999,39.6764,32.8671,44.2859,64.8315,36.5441,66.7968,80.3895,8.41563,272,512,45.9553,83.999,200,65.7121,35.9506,,1
CJTracker,MOT20-07,75.3844,68.7506,56.6531,80,2,2293,5633,82.9824,92.2953,51.5586,62.6781,57.0503,71.4548,69.0068,76.7513,82.7769,3.91966,222,298,82.9824,92.2953,200,72.6084,65.282,,1
CJTracker,MOT20-06,50.0441,50.7769,40.7257,84,83,7180,58577,55.8765,91.175,40.3616,41.2482,44.9502,65.1257,44.6574,72.8685,80.9244,7.12302,563,1079,55.8765,91.175,200,66.8154,40.9477,,1
CJTracker,MOT20-04,82.362,78.7161,62.8413,532,28,18407,29254,89.3266,93.0074,59.9172,66.0585,66.3323,75.5167,73.1049,76.1173,82.461,8.84952,682,1328,89.3266,93.0074,200,80.3379,77.1585,,1
BYTEv2,OVERALL,77.3189,75.6344,61.3992,852,135,22867,93409,81.9474,94.883,60.1154,62.8906,66.5658,74.8318,68.1088,78.8599,83.5686,5.10538,1082,1419,81.9474,94.883,375.7,81.604,70.4787,,1
BYTEv2,MOT20-08,58.3824,58.8752,46.4535,60,51,3034,28980,62.5987,94.1131,45.9444,47.1744,52.4161,68.5723,50.6799,76.194,82.1417,3.76427,233,326,62.5987,94.1131,375.7,73.6951,49.0179,,1
BYTEv2,MOT20-07,82.3661,73.6733,62.857,92,3,2152,3568,89.2209,93.2081,58.3841,68.1268,64.3406,74.2102,75.5797,78.9573,84.7786,3.67863,117,125,89.2209,93.2081,375.7,75.3195,72.0975,,1
BYTEv2,MOT20-06,66.2376,63.6813,51.7769,138,61,5128,39268,70.4211,94.8001,50.2132,53.555,56.8382,69.2517,57.615,77.5606,82.6358,5.0873,426,516,70.4211,94.8001,375.7,74.7042,55.4931,,1
BYTEv2,MOT20-04,87.4301,85.0106,68.7038,562,20,12553,21593,92.1218,95.2638,66.4347,71.1766,72.8272,77.9178,77.2165,79.8502,84.0382,6.0351,306,452,92.1218,95.2638,375.7,86.4604,83.6087,,1
ByteTrack,OVERALL,77.7618,75.2099,61.3429,859,118,26249,87594,83.0712,94.2447,59.5555,63.3862,66.1748,74.6384,69.07,78.3602,83.5504,5.86046,1223,1460,83.0712,94.2447,255.9,80.268,70.7516,,1
ByteTrack,MOT20-08,61.6243,60.1735,48.0583,73,36,6099,23292,69.9396,89.8841,46.0159,50.4742,52.677,67.9533,56.3325,72.3967,81.5784,7.567,344,417,69.9396,89.8841,255.9,68.7532,53.4975,,1
ByteTrack,MOT20-07,82.4477,73.7597,64.0811,89,3,1801,3884,88.2662,94.1937,59.5924,69.3269,64.5235,76.2677,75.7241,80.8093,85.3265,3.07863,125,137,88.2662,94.1937,255.9,76.2364,71.4389,,1
ByteTrack,MOT20-06,66.0651,63.3132,51.705,143,61,6562,38027,71.3559,93.5217,49.6002,54.0452,55.9688,69.5739,58.7133,76.9518,82.9112,6.50992,462,524,71.3559,93.5217,255.9,73.1469,55.8102,,1
ByteTrack,MOT20-04,87.4236,84.4164,68.3515,554,18,11787,22391,91.8306,95.5264,65.9118,71.0263,72.7649,77.4843,76.8837,79.978,83.999,5.66683,292,382,91.8306,95.5264,255.9,86.1151,82.7834,,1
BrinqTraq_v2,OVERALL,79.5337,77.4264,63.1297,910,103,26830,77899,84.9449,94.2469,61.5441,64.9641,67.6669,75.8948,70.848,78.6062,83.7761,5.99018,1169,1748,84.9449,94.2469,671.85,81.6658,73.6055,,1
BrinqTraq_v2,MOT20-08,66.1595,65.2154,51.7595,95,27,5271,20640,73.3622,91.5141,50.2284,53.5485,55.9112,70.086,59.2628,73.9261,81.9016,6.5397,310,491,73.3622,91.5141,671.85,73.2834,58.7476,,1
BrinqTraq_v2,MOT20-07,80.6954,72.6883,61.9103,86,3,2433,3846,88.381,92.322,57.0737,67.6357,63.8916,73.0837,75.4533,78.8178,85.1549,4.15897,111,128,88.381,92.322,671.85,74.3089,71.1368,,1
BrinqTraq_v2,MOT20-06,67.8179,64.2215,52.3426,141,54,4953,37296,71.9066,95.0674,49.8163,55.1233,55.5216,70.5986,59.0812,78.111,82.7645,4.91369,475,735,71.9066,95.0674,671.85,74.5643,56.3985,,1
BrinqTraq_v2,MOT20-04,88.849,86.7461,70.4747,588,19,14173,16117,94.1197,94.792,68.4908,72.6539,74.6792,79.0453,79.2663,79.8326,84.3882,6.81394,273,394,94.1197,94.792,671.85,87.0559,86.4385,,1
BPMTrack,OVERALL,78.2887,76.6618,62.3327,881,110,28558,82468,84.0619,93.8388,60.9457,63.9392,67.7189,75.7366,69.9622,78.0993,83.598,6.37598,1314,1554,84.0619,93.8388,486,81.12,72.6682,,1
BPMTrack,MOT20-08,61.2978,63.8082,49.7275,73,34,5826,23774,69.3175,90.2143,49.334,50.3614,55.5305,70.9674,55.9948,72.8752,81.7826,7.22829,388,460,69.3175,90.2143,486,73.4262,56.4181,,1
BPMTrack,MOT20-07,82.4718,76.7686,66.0949,92,3,2057,3631,89.0305,93.4754,63.2319,69.4323,68.543,78.6504,76.3679,80.1806,85.3045,3.51624,114,126,89.0305,93.4754,486,78.6849,74.9434,,1
BPMTrack,MOT20-06,66.2338,65.7103,52.9239,144,56,6826,37485,71.7642,93.3143,51.7095,54.307,58.4759,71.0554,59.1045,76.853,82.9521,6.77183,516,556,71.7642,93.3143,486,75.5764,58.1227,,1
BPMTrack,MOT20-04,88.4258,84.6082,68.9606,572,17,13849,17578,93.5866,94.8775,66.2766,71.8946,73.2938,77.8698,78.3963,79.4776,84.0116,6.65817,296,412,93.5866,94.8775,486,85.1917,84.0326,,1
BoT_SORT,OVERALL,77.8105,77.4586,63.3387,872,119,24638,88863,82.826,94.5636,62.8868,64.0218,68.6492,78.1663,69.5003,79.3495,84.1689,5.50078,1313,1545,82.826,94.5636,800.703,82.9471,72.6514,,1
BoT_SORT,MOT20-08,60.4409,66.0538,50.6293,68,39,4202,26133,66.273,92.4361,52.1898,49.3341,56.4049,75.1605,53.7787,75.0093,82.2324,5.2134,317,382,66.273,92.4361,800.703,79.092,56.7059,,1
BoT_SORT,MOT20-07,81.3087,76.3278,65.7922,90,3,2122,3949,88.0698,93.2148,62.8181,69.5176,68.3092,79.5785,76.4265,80.8913,85.8656,3.62735,116,133,88.0698,93.2148,800.703,78.5573,74.2213,,1
BoT_SORT,MOT20-06,66.288,66.2421,53.6249,144,58,6421,37794,71.5314,93.6667,53.1208,54.2785,58.7919,73.6167,58.9449,77.1852,83.1104,6.37004,540,559,71.5314,93.6667,800.703,76.4914,58.415,,1
BoT_SORT,MOT20-04,87.8796,85.2799,70.2186,570,19,11893,20987,92.3429,95.5119,68.2807,72.3452,74.3277,79.8546,78.2211,80.9055,84.7473,5.71779,340,471,92.3429,95.5119,800.703,86.7433,83.8652,,1
BFTracker,OVERALL,68.477,70.7713,56.4299,801,129,53745,106851,79.3495,88.425,56.4544,56.6641,62.3833,73.3691,64.492,71.8681,81.6826,11.9993,2512,4859,79.3495,88.425,310.3,74.8184,67.1395,,1
BFTracker,MOT20-08,40.1347,53.18,41.4915,54,45,15006,30869,60.1608,75.6479,44.6145,38.8641,49.9926,66.6667,47.2729,59.4422,78.7973,18.6179,511,1020,60.1608,75.6479,310.3,60.025,47.7363,,1
BFTracker,MOT20-07,76.0037,71.5329,57.8503,77,1,2649,5065,84.6983,91.3671,54.5958,61.8013,59.8374,73.9842,69.2657,74.7193,82.4354,4.5282,229,401,84.6983,91.3671,310.3,74.349,68.9224,,1
BFTracker,MOT20-06,52.2029,55.5402,43.9612,123,60,18280,44054,66.8161,82.9132,42.5296,45.6404,47.3427,64.8405,53.0256,65.8003,79.5154,18.1349,1120,1930,66.8161,82.9132,310.3,62.2304,50.1488,,1
BFTracker,MOT20-04,83.4631,81.9933,65.2505,547,23,17810,26863,90.199,93.28,63.3756,67.3281,69.6925,77.0116,74.3372,76.8764,82.8956,8.5625,652,1508,90.199,93.28,310.3,83.3936,80.6391,,1
BBT,OVERALL,46.8388,42.1509,35.7651,312,289,35014,236176,54.3556,88.9289,32.2326,40.1578,35.0521,70.1808,43.8492,71.7493,80.6265,7.81737,3880,7207,54.3556,88.9289,560,55.5561,33.9573,71.3818,0
BBT,MOT20-08,12.6039,23.7792,20.2093,14,93,13716,53331,31.1716,63.7804,19.882,21.0627,22.0867,57.3845,24.5117,50.1735,74.0694,17.0174,671,1421,31.1716,63.7804,560,36.217,17.7004,21.526,0
BBT,MOT20-07,52.1283,47.1703,37.8438,36,19,1352,14245,56.965,93.3096,35.0243,41.6112,38.5165,70.3118,44.7425,73.2925,80.2164,2.31111,249,382,56.965,93.3096,560,62.2179,37.9837,4.3711,0
BBT,MOT20-06,25.054,28.2688,23.5589,31,107,15695,82573,37.8014,76.176,21.483,26.2818,23.5435,61.7772,29.4259,59.3098,75.8689,15.5704,1228,2295,37.8014,76.176,560,42.6175,21.1484,32.4856,0
BBT,MOT20-04,66.43,52.0335,43.6774,231,70,4251,86027,68.6129,97.7895,35.8965,53.4221,38.8319,73.1032,56.1941,80.0952,82.8758,2.04375,1732,3109,68.6129,97.7895,560,63.0967,44.2711,25.2431,0
ApLift,OVERALL,58.8896,56.4849,46.6146,513,264,17739,192736,62.751,94.8197,45.2281,48.2459,48.1469,76.7792,51.2973,77.5126,82.1505,3.96048,2241,2112,62.751,94.8197,9999,70.9181,46.9331,,0
ApLift,MOT20-08,26.4816,33.8377,27.5797,20,98,3702,52924,31.6969,86.9011,31.8348,24.064,34.26,69.9968,25.5346,70.0066,80.0756,4.59305,339,333,31.6969,86.9011,9999,63.3041,23.0899,,0
ApLift,MOT20-07,56.9046,54.7229,44.0464,40,15,936,13135,60.3184,95.522,42.2137,46.4185,45.3183,75.852,49.2313,77.9641,82.237,1.6,194,195,60.3184,95.522,9999,70.6918,44.6391,,0
ApLift,MOT20-06,36.0945,36.7543,30.1005,41,111,4786,79313,40.257,91.7809,29.5598,30.8428,31.4793,71.4129,32.5053,74.1078,80.649,4.74802,740,744,40.257,91.7809,9999,60.2748,26.4378,,0
ApLift,MOT20-04,79.3322,68.7772,56.6164,412,40,8315,47364,82.7192,96.4622,50.5213,63.6551,53.6641,78.7668,67.9322,79.2186,82.73,3.9976,968,840,82.7192,96.4622,9999,74.4906,63.8779,,0
AIICMOT,OVERALL,76.7592,75.0176,61.2273,840,142,27474,91647,82.2879,93.9385,59.9109,62.7707,66.2585,75.7118,68.476,78.1711,83.4898,6.13396,1133,1357,82.2879,93.9385,693,80.3282,70.3656,,1
AIICMOT,MOT20-08,57.879,59.7376,46.8542,58,50,4755,27622,64.3513,91.2939,46.5502,47.3474,52.5197,70.3744,51.8719,73.5896,81.5243,5.8995,260,333,64.3513,91.2939,693,72.2431,50.9228,,1
AIICMOT,MOT20-07,82.9038,75.4905,64.5055,89,3,2038,3506,89.4082,93.5574,60.6454,69.0225,66.5255,76.6734,76.2341,79.772,85.2114,3.48376,115,116,89.4082,93.5574,693,77.2421,73.8165,,1
AIICMOT,MOT20-06,64.4456,63.449,52.0766,133,69,7823,38922,70.6818,92.3046,51.0227,53.3141,57.0426,71.8144,58.2426,76.06,82.5674,7.76091,456,476,70.6818,92.3046,693,73.1541,56.0174,,1
AIICMOT,MOT20-04,87.3188,83.73,68.1431,560,20,12858,21597,92.1203,95.1542,65.4663,71.0746,72.005,77.8038,77.1899,79.7321,84.0118,6.18173,302,432,92.1203,95.1542,693,85.1088,82.3952,,1
